tweet_id,favorites,retweets,user_followers,user_favourites,date_time
883838122936631299,20550,3143,8777249,146033,2017-07-09 00:00:04+00:00
883482846933004288,43056,9031,8777249,146033,2017-07-08 00:28:19+00:00
883360690899218434,21316,3384,8777249,146033,2017-07-07 16:22:55+00:00
883117836046086144,34848,6072,8777249,146033,2017-07-07 00:17:54+00:00
882992080364220416,22453,3562,8777249,146033,2017-07-06 15:58:11+00:00
882762694511734784,26576,4475,8777249,146033,2017-07-06 00:46:41+00:00
882627270321602560,26310,5557,8777249,146033,2017-07-05 15:48:34+00:00
882268110199369728,42138,10586,8777249,146033,2017-07-04 16:01:23+00:00
882045870035918850,27550,4470,8777249,146033,2017-07-04 01:18:17+00:00
881906580714921986,22868,3110,8777249,146033,2017-07-03 16:04:48+00:00
881666595344535552,47603,9770,8777249,146033,2017-07-03 00:11:11+00:00
881633300179243008,118,7,8777934,146034,2017-07-02 21:58:53+00:00
881536004380872706,46487,14604,8777249,146033,2017-07-02 15:32:16+00:00
881268444196462592,21845,4821,8777249,146033,2017-07-01 21:49:04+00:00
880935762899988482,16047,2552,8777249,146033,2017-06-30 23:47:07+00:00
880872448815771648,20017,3506,8777249,146033,2017-06-30 19:35:32+00:00
880465832366813184,26787,5691,8777249,146033,2017-06-29 16:39:47+00:00
880221127280381952,25360,3813,8777249,146033,2017-06-29 00:27:25+00:00
880095782870896641,25974,3974,8777249,146033,2017-06-28 16:09:20+00:00
879862464715927552,21039,3205,8777249,146033,2017-06-28 00:42:13+00:00
879674319642796034,297,10,8777249,146033,2017-06-27 12:14:36+00:00
879492040517615616,22081,2915,8777249,146033,2017-06-27 00:10:17+00:00
879415818425184262,99448,40682,8777249,146033,2017-06-26 19:07:24+00:00
879376492567855104,15809,2864,8777249,146033,2017-06-26 16:31:08+00:00
879130579576475649,0,6232,8777249,146033,2017-06-26 00:13:58+00:00
879050749262655488,21198,4297,8777249,146033,2017-06-25 18:56:45+00:00
879008229531029506,17875,2460,8777249,146033,2017-06-25 16:07:47+00:00
878776093423087618,18206,3748,8777249,146033,2017-06-25 00:45:22+00:00
878604707211726852,28361,6512,8777249,146033,2017-06-24 13:24:20+00:00
878404777348136964,0,1181,8777249,146033,2017-06-24 00:09:53+00:00
878316110768087041,0,6105,8777249,146033,2017-06-23 18:17:33+00:00
878281511006478336,7276,1181,8777249,146033,2017-06-23 16:00:04+00:00
878057613040115712,39622,6232,8777249,146033,2017-06-23 01:10:23+00:00
877736472329191424,74663,17381,8777249,146033,2017-06-22 03:54:17+00:00
877611172832227328,0,73,8777249,146033,2017-06-21 19:36:23+00:00
877556246731214848,21382,3494,8777249,146033,2017-06-21 15:58:08+00:00
877316821321428993,25800,4774,8777250,146033,2017-06-21 00:06:44+00:00
877201837425926144,25512,5120,8777250,146033,2017-06-20 16:29:50+00:00
876838120628539392,19488,3062,8777250,146033,2017-06-19 16:24:33+00:00
876537666061221889,22271,4304,8777250,146033,2017-06-18 20:30:39+00:00
876484053909872640,17677,2179,8777250,146033,2017-06-18 16:57:37+00:00
876120275196170240,26363,4293,8777250,146033,2017-06-17 16:52:05+00:00
875747767867523072,23716,3922,8777250,146033,2017-06-16 16:11:53+00:00
875144289856114688,20653,4513,8777250,146033,2017-06-15 00:13:52+00:00
875097192612077568,25879,5592,8777250,146033,2017-06-14 21:06:43+00:00
875021211251597312,24037,4341,8777250,146033,2017-06-14 16:04:48+00:00
874680097055178752,26230,4263,8777250,146033,2017-06-13 17:29:20+00:00
874434818259525634,0,13378,8777250,146033,2017-06-13 01:14:41+00:00
874296783580663808,24583,3780,8777250,146033,2017-06-12 16:06:11+00:00
874057562936811520,21442,3664,8777250,146033,2017-06-12 00:15:36+00:00
874012996292530176,32382,9448,8777250,146033,2017-06-11 21:18:31+00:00
873580283840344065,22868,3626,8777250,146033,2017-06-10 16:39:04+00:00
873337748698140672,0,1473,8777250,146033,2017-06-10 00:35:19+00:00
873213775632977920,6773,1473,8777250,146033,2017-06-09 16:22:42+00:00
872967104147763200,25783,5001,8777250,146033,2017-06-09 00:02:31+00:00
872820683541237760,13936,3435,8777250,146033,2017-06-08 14:20:41+00:00
872620804844003328,19587,3368,8777250,146033,2017-06-08 01:06:27+00:00
872486979161796608,38544,8347,8777250,146033,2017-06-07 16:14:40+00:00
872122724285648897,32475,7483,8777250,146033,2017-06-06 16:07:15+00:00
871879754684805121,35574,10171,8777250,146033,2017-06-06 00:01:46+00:00
871762521631449091,19155,3233,8777250,146033,2017-06-05 16:15:56+00:00
871515927908634625,19113,3222,8777250,146033,2017-06-04 23:56:03+00:00
871166179821445120,0,5290,8777250,146033,2017-06-04 00:46:17+00:00
871102520638267392,19831,5113,8777250,146033,2017-06-03 20:33:19+00:00
871032628920680449,21557,3550,8777250,146033,2017-06-03 15:55:36+00:00
870804317367881728,31898,5741,8777250,146033,2017-06-03 00:48:22+00:00
870726314365509632,115,3,8777250,146033,2017-06-02 19:38:25+00:00
870656317836468226,11732,2454,8777250,146033,2017-06-02 15:00:16+00:00
870374049280663552,78694,24589,8777250,146033,2017-06-01 20:18:38+00:00
870308999962521604,20797,3861,8777250,146033,2017-06-01 16:00:09+00:00
870063196459192321,34685,7732,8777250,146033,2017-05-31 23:43:25+00:00
869772420881756160,40400,9404,8777250,146033,2017-05-31 04:27:59+00:00
869702957897576449,26839,5869,8777250,146033,2017-05-30 23:51:58+00:00
869596645499047938,15175,2909,8777250,146033,2017-05-30 16:49:31+00:00
869227993411051520,19417,3524,8777250,146033,2017-05-29 16:24:37+00:00
868880397819494401,62224,13457,8777250,146033,2017-05-28 17:23:24+00:00
868639477480148993,0,1938,8777250,146033,2017-05-28 01:26:04+00:00
868622495443632128,25411,4949,8777250,146033,2017-05-28 00:18:35+00:00
868552278524837888,9601,1938,8777250,146033,2017-05-27 19:39:34+00:00
867900495410671616,23055,3910,8777251,146033,2017-05-26 00:29:37+00:00
867774946302451713,32378,6875,8777251,146033,2017-05-25 16:10:44+00:00
867421006826221569,15342,2330,8777251,146033,2017-05-24 16:44:18+00:00
867072653475098625,0,112,8777251,146033,2017-05-23 17:40:04+00:00
867051520902168576,30725,7383,8777251,146033,2017-05-23 16:16:06+00:00
866720684873056260,19115,4491,8777251,146033,2017-05-22 18:21:28+00:00
866686824827068416,18411,3274,8777251,146033,2017-05-22 16:06:55+00:00
866450705531457537,116655,33040,8777251,146033,2017-05-22 00:28:40+00:00
866334964761202691,50050,13378,8777251,146033,2017-05-21 16:48:45+00:00
866094527597207552,0,7866,8777251,146033,2017-05-21 00:53:21+00:00
865718153858494464,24508,5280,8777251,146033,2017-05-19 23:57:46+00:00
865359393868664832,25303,4707,8777251,146033,2017-05-19 00:12:11+00:00
865006731092295680,26791,7238,8777251,146033,2017-05-18 00:50:50+00:00
864873206498414592,30872,8176,8777251,146033,2017-05-17 16:00:15+00:00
864279568663928832,13945,2843,8777251,146033,2017-05-16 00:41:21+00:00
864197398364647424,28723,8333,8777251,146033,2017-05-15 19:14:50+00:00
863907417377173506,19735,3899,8777251,146033,2017-05-15 00:02:33+00:00
863553081350529029,14629,3946,8777251,146033,2017-05-14 00:34:33+00:00
863471782782697472,0,2293,8777251,146033,2017-05-13 19:11:30+00:00
863432100342583297,22793,4949,8777251,146033,2017-05-13 16:33:49+00:00
863427515083354112,2115,90,8777251,146033,2017-05-13 16:15:35+00:00
863079547188785154,8425,1048,8777251,146033,2017-05-12 17:12:53+00:00
863062471531167744,8120,2293,8777251,146033,2017-05-12 16:05:02+00:00
862831371563274240,18408,4861,8777251,146033,2017-05-12 00:46:44+00:00
862722525377298433,16405,3343,8777251,146033,2017-05-11 17:34:13+00:00
862457590147678208,19644,4661,8777251,146033,2017-05-11 00:01:27+00:00
862096992088072192,71305,21906,8777251,146033,2017-05-10 00:08:34+00:00
861383897657036800,34674,10139,8777251,146033,2017-05-08 00:54:59+00:00
861288531465048066,16500,3919,8777251,146033,2017-05-07 18:36:02+00:00
861005113778896900,16053,3614,8777251,146033,2017-05-06 23:49:50+00:00
860981674716409858,0,2037,8777251,146033,2017-05-06 22:16:42+00:00
860924035999428608,0,761,8777251,146033,2017-05-06 18:27:40+00:00
860563773140209665,7206,2037,8777251,146033,2017-05-05 18:36:06+00:00
860524505164394496,22742,5044,8777251,146033,2017-05-05 16:00:04+00:00
860276583193509888,17690,3329,8777251,146033,2017-05-04 23:34:55+00:00
860184849394610176,16074,5558,8777251,146033,2017-05-04 17:30:24+00:00
860177593139703809,0,29395,8777251,146033,2017-05-04 17:01:34+00:00
859924526012018688,18865,3900,8777251,146033,2017-05-04 00:15:58+00:00
859851578198683649,14868,3337,8777251,146033,2017-05-03 19:26:06+00:00
859607811541651456,17958,1488,8777251,146033,2017-05-03 03:17:27+00:00
859196978902773760,86682,28714,8777251,146033,2017-05-02 00:04:57+00:00
859074603037188101,32647,12994,8777251,146033,2017-05-01 15:58:40+00:00
858860390427611136,0,7740,8777251,146033,2017-05-01 01:47:28+00:00
858843525470990336,15045,3326,8777251,146033,2017-05-01 00:40:27+00:00
858471635011153920,20777,4639,8777251,146033,2017-04-30 00:02:42+00:00
858107933456039936,15226,2779,8777251,146033,2017-04-28 23:57:28+00:00
857989990357356544,15567,2481,8777251,146033,2017-04-28 16:08:49+00:00
857746408056729600,33152,10171,8777251,146033,2017-04-28 00:00:54+00:00
857393404942143489,5703,1572,8777251,146033,2017-04-27 00:38:11+00:00
857263160327368704,19431,4328,8777251,146033,2017-04-26 16:00:39+00:00
857214891891077121,218,17,8777251,146033,2017-04-26 12:48:51+00:00
857062103051644929,0,163,8777252,146033,2017-04-26 02:41:43+00:00
857029823797047296,18287,3822,8777252,146033,2017-04-26 00:33:27+00:00
856543823941562368,15845,2773,8777252,146033,2017-04-24 16:22:16+00:00
856526610513747968,11521,1803,8777252,146033,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8777252,146033,2017-04-24 02:15:55+00:00
856288084350160898,499,15,8777252,146033,2017-04-23 23:26:03+00:00
856282028240666624,26962,6052,8777252,146033,2017-04-23 23:01:59+00:00
855862651834028034,328,25,8777252,146033,2017-04-22 19:15:32+00:00
855860136149123072,4786,942,8777252,146033,2017-04-22 19:05:32+00:00
855857698524602368,11542,2038,8777252,146033,2017-04-22 18:55:51+00:00
855851453814013952,44481,17378,8777252,146033,2017-04-22 18:31:02+00:00
855818117272018944,25956,5237,8777252,146033,2017-04-22 16:18:34+00:00
855459453768019968,29058,7940,8777252,146033,2017-04-21 16:33:22+00:00
855245323840757760,0,5763,8777252,146033,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8777253,146033,2017-04-20 19:16:59+00:00
854732716440526848,22209,5869,8777253,146033,2017-04-19 16:25:34+00:00
854482394044301312,28614,6660,8777253,146033,2017-04-18 23:50:52+00:00
854365224396361728,18453,4542,8777253,146033,2017-04-18 16:05:17+00:00
854120357044912130,31274,7246,8777253,146033,2017-04-17 23:52:16+00:00
854010172552949760,15878,3056,8777253,146033,2017-04-17 16:34:26+00:00
853760880890318849,27976,5578,8777253,146033,2017-04-17 00:03:50+00:00
853639147608842240,33958,9769,8777253,146033,2017-04-16 16:00:07+00:00
853299958564483072,15178,3460,8777253,146033,2017-04-15 17:32:18+00:00
852936405516943360,0,1944,8777253,146033,2017-04-14 17:27:40+00:00
852912242202992640,8867,1769,8777253,146033,2017-04-14 15:51:39+00:00
852672615818899456,14621,2104,8777253,146033,2017-04-13 23:59:28+00:00
852553447878664193,16004,3385,8777253,146033,2017-04-13 16:05:56+00:00
852311364735569921,32556,9711,8777253,146033,2017-04-13 00:03:59+00:00
852226086759018497,19638,6687,8777253,146033,2017-04-12 18:25:07+00:00
852189679701164033,11268,1554,8777254,146033,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8777254,146033,2017-04-11 18:15:55+00:00
851591660324737024,16013,3402,8777254,146033,2017-04-11 00:24:08+00:00
851464819735769094,23885,6907,8777254,146033,2017-04-10 16:00:07+00:00
851224888060895234,20365,5616,8777254,146033,2017-04-10 00:06:42+00:00
850753642995093505,30361,8962,8777255,146033,2017-04-08 16:54:09+00:00
850380195714523136,12917,2563,8777255,146033,2017-04-07 16:10:12+00:00
850333567704068097,3411,321,8777255,146033,2017-04-07 13:04:55+00:00
850145622816686080,16115,3722,8777255,146033,2017-04-07 00:38:06+00:00
850019790995546112,20144,4785,8777255,146033,2017-04-06 16:18:05+00:00
849776966551130114,30052,7464,8777255,146033,2017-04-06 00:13:11+00:00
849668094696017920,0,4873,8777255,146033,2017-04-05 17:00:34+00:00
849412302885593088,15678,3105,8777255,146033,2017-04-05 00:04:08+00:00
849336543269576704,11288,1869,8777255,146033,2017-04-04 19:03:06+00:00
849051919805034497,41859,8348,8777255,146033,2017-04-04 00:12:06+00:00
848690551926992896,24928,4253,8777255,146033,2017-04-03 00:16:10+00:00
848324959059550208,24450,4551,8777255,146033,2017-04-02 00:03:26+00:00
848213670039564288,8092,721,8777255,146033,2017-04-01 16:41:12+00:00
848212111729840128,16158,2996,8777255,146033,2017-04-01 16:35:01+00:00
847978865427394560,0,3213,8777255,146033,2017-04-01 01:08:10+00:00
847971574464610304,0,426,8777255,146033,2017-04-01 00:39:12+00:00
847962785489326080,23281,5012,8777255,146033,2017-04-01 00:04:17+00:00
847842811428974592,5393,1316,8777255,146033,2017-03-31 16:07:33+00:00
847617282490613760,6924,410,8777255,146033,2017-03-31 01:11:22+00:00
847606175596138505,18599,3383,8777255,146033,2017-03-31 00:27:14+00:00
847251039262605312,20327,4263,8777255,146033,2017-03-30 00:56:03+00:00
847157206088847362,19723,5777,8777255,146033,2017-03-29 18:43:12+00:00
847116187444137987,21296,3142,8777255,146033,2017-03-29 16:00:12+00:00
846874817362120707,19928,3884,8777255,146033,2017-03-29 00:01:05+00:00
846514051647705089,44285,11434,8777255,146033,2017-03-28 00:07:32+00:00
846505985330044928,14002,3040,8777255,146033,2017-03-27 23:35:28+00:00
846153765933735936,31408,8951,8777256,146033,2017-03-27 00:15:53+00:00
846139713627017216,30823,9912,8777256,146033,2017-03-26 23:20:02+00:00
846042936437604353,15876,2834,8777256,146033,2017-03-26 16:55:29+00:00
845812042753855489,29053,8617,8777256,146033,2017-03-26 01:38:00+00:00
845677943972139009,25041,4749,8777256,146033,2017-03-25 16:45:08+00:00
845397057150107648,7594,1788,8777256,146033,2017-03-24 22:08:59+00:00
845306882940190720,23218,5344,8777256,146033,2017-03-24 16:10:40+00:00
845098359547420673,0,7583,8777256,146033,2017-03-24 02:22:04+00:00
844979544864018432,13566,2534,8777256,146033,2017-03-23 18:29:57+00:00
844973813909606400,15006,3163,8777256,146033,2017-03-23 18:07:10+00:00
844580511645339650,16393,3101,8777256,146033,2017-03-22 16:04:20+00:00
844223788422217728,13586,2182,8777256,146033,2017-03-21 16:26:50+00:00
843981021012017153,15126,2924,8777256,146033,2017-03-21 00:22:10+00:00
843856843873095681,21375,4584,8777256,146033,2017-03-20 16:08:44+00:00
843604394117681152,16827,2727,8777256,146033,2017-03-19 23:25:35+00:00
843235543001513987,21437,5987,8777256,146033,2017-03-18 22:59:54+00:00
842846295480000512,15247,3618,8777256,146033,2017-03-17 21:13:10+00:00
842765311967449089,6715,1276,8777256,146033,2017-03-17 15:51:22+00:00
842535590457499648,18059,3485,8777256,146033,2017-03-17 00:38:32+00:00
842163532590374912,24405,5763,8777256,146033,2017-03-16 00:00:07+00:00
842115215311396866,13951,3015,8777256,146033,2017-03-15 20:48:07+00:00
841833993020538882,0,15029,8777256,146033,2017-03-15 02:10:39+00:00
841680585030541313,25686,7777,8777256,146033,2017-03-14 16:01:03+00:00
841439858740625411,12634,3672,8777256,146033,2017-03-14 00:04:30+00:00
841320156043304961,19781,5482,8777256,146033,2017-03-13 16:08:50+00:00
841314665196081154,15815,4636,8777256,146033,2017-03-13 15:47:01+00:00
841077006473256960,22853,5290,8777256,146033,2017-03-13 00:02:39+00:00
840761248237133825,0,1763,8777256,146033,2017-03-12 03:07:56+00:00
840728873075638272,0,16095,8777256,146033,2017-03-12 00:59:17+00:00
840698636975636481,174,2,8777256,146033,2017-03-11 22:59:09+00:00
840696689258311684,12287,972,8777256,146033,2017-03-11 22:51:24+00:00
840632337062862849,8999,1763,8777256,146033,2017-03-11 18:35:42+00:00
840370681858686976,16457,4532,8777256,146033,2017-03-11 01:15:58+00:00
840268004936019968,19266,5720,8777256,146033,2017-03-10 18:27:58+00:00
839990271299457024,13425,2275,8777256,146033,2017-03-10 00:04:21+00:00
839549326359670784,27484,7740,8777256,146033,2017-03-08 18:52:12+00:00
839290600511926273,0,143,8777256,146033,2017-03-08 01:44:07+00:00
839239871831150596,27142,6530,8777256,146033,2017-03-07 22:22:32+00:00
838952994649550848,19674,4002,8777256,146033,2017-03-07 03:22:35+00:00
838921590096166913,11179,2064,8777256,146033,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8777256,146033,2017-03-07 00:57:32+00:00
838831947270979586,0,11005,8777256,146033,2017-03-06 19:21:35+00:00
838561493054533637,10957,1338,8777256,146033,2017-03-06 01:26:54+00:00
838476387338051585,22547,4776,8777256,146033,2017-03-05 19:48:43+00:00
838201503651401729,0,10069,8777256,146033,2017-03-05 01:36:26+00:00
838150277551247360,1678,332,8777256,146033,2017-03-04 22:12:52+00:00
838085839343206401,139,1,8777256,146033,2017-03-04 17:56:49+00:00
838083903487373313,17672,3140,8777256,146033,2017-03-04 17:49:08+00:00
837820167694528512,34206,7866,8777256,146033,2017-03-04 00:21:08+00:00
837482249356513284,3856,443,8777256,146033,2017-03-03 01:58:22+00:00
837471256429613056,12844,2275,8777256,146033,2017-03-03 01:14:41+00:00
837110210464448512,16115,2370,8777256,146033,2017-03-02 01:20:01+00:00
836989968035819520,12809,2294,8777256,146033,2017-03-01 17:22:13+00:00
836753516572119041,19382,4653,8777256,146033,2017-03-01 01:42:39+00:00
836677758902222849,12653,2230,8777256,146033,2017-02-28 20:41:37+00:00
836648853927522308,0,556,8777256,146033,2017-02-28 18:46:45+00:00
836397794269200385,0,27581,8777256,146033,2017-02-28 02:09:08+00:00
836380477523124226,14813,2997,8777256,146033,2017-02-28 01:00:19+00:00
836260088725786625,21385,4314,8777256,146033,2017-02-27 17:01:56+00:00
836001077879255040,19156,4277,8777256,146033,2017-02-26 23:52:43+00:00
835685285446955009,0,8161,8777256,146033,2017-02-26 02:57:52+00:00
835574547218894849,17861,3637,8777256,146033,2017-02-25 19:37:50+00:00
835536468978302976,0,1705,8777256,146033,2017-02-25 17:06:32+00:00
835309094223372289,0,21027,8777256,146033,2017-02-25 02:03:02+00:00
835297930240217089,16544,3025,8777256,146033,2017-02-25 01:18:40+00:00
835264098648616962,7770,1705,8777256,146033,2017-02-24 23:04:14+00:00
835246439529840640,2113,73,8777256,146033,2017-02-24 21:54:03+00:00
835172783151792128,26292,5791,8777256,146033,2017-02-24 17:01:22+00:00
835152434251116546,22520,3032,8777256,146033,2017-02-24 15:40:31+00:00
834931633769889797,10856,1650,8777256,146033,2017-02-24 01:03:08+00:00
834786237630337024,21452,5524,8777256,146033,2017-02-23 15:25:23+00:00
834574053763584002,13732,2552,8777256,146033,2017-02-23 01:22:14+00:00
834477809192075265,0,10702,8777256,146033,2017-02-22 18:59:48+00:00
834458053273591808,9674,1693,8777256,146033,2017-02-22 17:41:18+00:00
834209720923721728,20708,4777,8777256,146033,2017-02-22 01:14:30+00:00
834167344700198914,15915,3682,8777256,146033,2017-02-21 22:26:07+00:00
834089966724603904,10112,2148,8777257,146033,2017-02-21 17:18:39+00:00
834086379323871233,13144,2222,8777257,146033,2017-02-21 17:04:24+00:00
833863086058651648,13494,2421,8777257,146033,2017-02-21 02:17:06+00:00
833826103416520705,18160,3798,8777257,146033,2017-02-20 23:50:09+00:00
833732339549220864,0,222,8777257,146033,2017-02-20 17:37:34+00:00
833722901757046785,20918,3242,8777257,146033,2017-02-20 17:00:04+00:00
833479644947025920,14928,2064,8777257,146033,2017-02-20 00:53:27+00:00
833124694597443584,20333,4873,8777257,146033,2017-02-19 01:23:00+00:00
832998151111966721,13356,2216,8777257,146033,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8777257,146033,2017-02-18 01:50:19+00:00
832757312314028032,16967,3654,8777256,146033,2017-02-18 01:03:09+00:00
832682457690300417,11958,2939,8777256,146033,2017-02-17 20:05:43+00:00
832645525019123713,2952,535,8777256,146033,2017-02-17 17:38:57+00:00
832636094638288896,15955,2811,8777257,146033,2017-02-17 17:01:29+00:00
832397543355072512,12035,2234,8777942,146034,2017-02-17 01:13:34+00:00
832369877331693569,17292,3213,8777257,146033,2017-02-16 23:23:38+00:00
832273440279240704,11427,2355,8777257,146033,2017-02-16 17:00:25+00:00
832215909146226688,0,6249,8777257,146033,2017-02-16 13:11:49+00:00
832215726631055365,0,9408,8777257,146033,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8777257,146033,2017-02-16 04:45:50+00:00
832040443403784192,0,9695,8777257,146033,2017-02-16 01:34:34+00:00
832032802820481025,18001,4696,8777256,146033,2017-02-16 01:04:13+00:00
831939777352105988,24192,6186,8777256,146033,2017-02-15 18:54:34+00:00
831926988323639298,339,34,8777256,146033,2017-02-15 18:03:45+00:00
831911600680497154,27811,6560,8777256,146033,2017-02-15 17:02:36+00:00
831670449226514432,10527,1839,8777256,146033,2017-02-15 01:04:21+00:00
831650051525054464,7204,1944,8777256,146033,2017-02-14 23:43:18+00:00
831552930092285952,9049,2332,8777256,146033,2017-02-14 17:17:22+00:00
831322785565769729,9341,1564,8777256,146033,2017-02-14 02:02:51+00:00
831315979191906304,6592,1134,8777256,146033,2017-02-14 01:35:49+00:00
831309418084069378,11849,2483,8777256,146033,2017-02-14 01:09:44+00:00
831262627380748289,12003,2065,8777256,146033,2017-02-13 22:03:49+00:00
830956169170665475,8046,1510,8777256,146033,2017-02-13 01:46:03+00:00
830583320585068544,67419,16934,8777256,146033,2017-02-12 01:04:29+00:00
830173239259324417,0,5739,8777256,146033,2017-02-10 21:54:58+00:00
830097400375152640,9896,2977,8777256,146033,2017-02-10 16:53:37+00:00
829878982036299777,0,5070,8777256,146033,2017-02-10 02:25:42+00:00
829861396166877184,12330,1969,8777256,146033,2017-02-10 01:15:49+00:00
829501995190984704,32045,10702,8777256,146033,2017-02-09 01:27:41+00:00
829449946868879360,10547,2043,8777256,146033,2017-02-08 22:00:52+00:00
829141528400556032,24626,7433,8777257,146033,2017-02-08 01:35:19+00:00
829011960981237760,53592,16461,8777257,146033,2017-02-07 17:00:28+00:00
828801551087042563,0,3451,8777257,146033,2017-02-07 03:04:22+00:00
828770345708580865,25830,5929,8777257,146033,2017-02-07 01:00:22+00:00
828708714936930305,36862,11297,8777257,146033,2017-02-06 20:55:28+00:00
828650029636317184,9607,1364,8777257,146033,2017-02-06 17:02:17+00:00
828409743546925057,6408,1176,8777257,146033,2017-02-06 01:07:28+00:00
828408677031882754,7745,1305,8777257,146033,2017-02-06 01:03:14+00:00
828381636999917570,12708,2235,8777257,146033,2017-02-05 23:15:47+00:00
828376505180889089,7450,1082,8777257,146033,2017-02-05 22:55:23+00:00
828372645993398273,12676,2973,8777257,146033,2017-02-05 22:40:03+00:00
828361771580813312,2216,173,8777257,146033,2017-02-05 21:56:51+00:00
828046555563323392,11874,2904,8777257,146033,2017-02-05 01:04:17+00:00
828011680017821696,10452,2169,8777257,146033,2017-02-04 22:45:42+00:00
827933404142436356,20315,5309,8777257,146033,2017-02-04 17:34:40+00:00
827653905312006145,15649,3050,8777257,146033,2017-02-03 23:04:02+00:00
827600520311402496,7516,954,8777257,146033,2017-02-03 19:31:54+00:00
827324948884643840,16024,3094,8777257,146033,2017-02-03 01:16:53+00:00
827199976799354881,10690,2247,8777257,146033,2017-02-02 17:00:17+00:00
826958653328592898,21803,5070,8777257,146033,2017-02-02 01:01:21+00:00
826848821049180160,36760,10302,8777257,146033,2017-02-01 17:44:55+00:00
826615380357632002,0,4033,8777257,146033,2017-02-01 02:17:19+00:00
826598799820865537,5173,256,8777257,146033,2017-02-01 01:11:25+00:00
826598365270007810,10151,2372,8777257,146033,2017-02-01 01:09:42+00:00
826476773533745153,18624,4247,8777257,146033,2017-01-31 17:06:32+00:00
826240494070030336,13451,2640,8777257,146033,2017-01-31 01:27:39+00:00
826204788643753985,4931,936,8777257,146033,2017-01-30 23:05:46+00:00
826115272272650244,15836,3176,8777257,146033,2017-01-30 17:10:04+00:00
825876512159186944,10599,1898,8777257,146033,2017-01-30 01:21:19+00:00
825829644528148480,12872,2521,8777257,146033,2017-01-29 22:15:05+00:00
